Plasmid_1	organism_ID1	plasmid_clust1	Plasmid_2	plasmid_clust2	organism_ID2	ANI	aligned_fragments	fragments	Alignment_fraction	Alignment_fraction_perc	Same_cluster_1	Self_comparison	Multi_plasmid_isolate
CP040254.1	23	18	CP059002.1	12	16	74.9387	9	56	0.160714286	16.0714286	Not_Same_Cluster	Different_Contig	Yes
CP040254.1	23	18	CP029334.1	2	19	74.818	7	56	0.125	12.5	Not_Same_Cluster	Different_Contig	Yes
CP040254.1	23	18	CP003054.1	U	284	74.7215	17	56	0.303571429	30.3571429	Not_Same_Cluster	Different_Contig	Yes
CP040254.1	23	18	CP092424.2	U	105	74.6242	13	56	0.232142857	23.2142857	Not_Same_Cluster	Different_Contig	Yes
CP040254.1	23	18	CP003079.1	U	161	73.5113	13	56	0.232142857	23.2142857	Not_Same_Cluster	Different_Contig	Yes
CP043475.1	53	U	CP043475.1	U	53	100	59	87	0.67816092	67.816092	Unclustered	Same_Contig	No
CP043475.1	53	U	CP002387.1	U	298	90.3949	19	87	0.218390805	21.8390805	Unclustered	Different_Contig	No
CP043475.1	53	U	CP063322.1	U	216	85.4377	11	87	0.126436782	12.6436782	Unclustered	Different_Contig	No
CP043475.1	53	U	CP016642.1	U	157	84.0794	12	87	0.137931034	13.7931034	Unclustered	Different_Contig	No
CP043475.1	53	U	CP003054.1	U	284	82.6261	23	87	0.264367816	26.4367816	Unclustered	Different_Contig	No
CP043475.1	53	U	CP122999.1	U	274	76.5996	8	87	0.091954023	9.1954023	Unclustered	Different_Contig	No
CP043475.1	53	U	CP076861.1	6	17	74.3712	5	87	0.057471264	5.7471264	Not_Same_Cluster	Different_Contig	No
CP045326.1	168	U	CP045326.1	U	168	100	249	251	0.992031873	99.2031873	Unclustered	Same_Contig	Yes
CP045326.1	168	U	CP003054.1	U	284	75.9098	55	251	0.219123506	21.9123506	Unclustered	Different_Contig	Yes
CP045326.1	168	U	AP022607.1	U	44	73.7178	61	251	0.243027888	24.3027888	Unclustered	Different_Contig	Yes
CP045327.1	168	U	CP045327.1	U	168	100	221	221	1	100	Unclustered	Same_Contig	Yes
CP045327.1	168	U	AP022602.1	U	51	84.5931	117	221	0.529411765	52.9411765	Unclustered	Different_Contig	Yes
CP045327.1	168	U	CP003054.1	U	284	81.6014	121	221	0.547511312	54.7511312	Unclustered	Different_Contig	Yes
CP045327.1	168	U	AP022611.1	U	307	81.211	110	221	0.497737557	49.7737557	Unclustered	Different_Contig	Yes
CP045327.1	168	U	AP022592.1	U	273	81.0814	114	221	0.515837104	51.5837104	Unclustered	Different_Contig	Yes
CP045327.1	168	U	CP003055.1	U	284	79.9138	90	221	0.407239819	40.7239819	Unclustered	Different_Contig	Yes
CP045327.1	168	U	CP092428.2	U	326	76.7261	46	221	0.208144796	20.8144796	Unclustered	Different_Contig	Yes
CP045327.1	168	U	AP022607.1	U	44	73.5309	67	221	0.303167421	30.3167421	Unclustered	Different_Contig	Yes
CP045964.1	90	1	CP045964.1	1	90	100	194	194	1	100	1	Same_Contig	Yes
CP045964.1	90	1	CP015273.1	1	86	99.9972	194	194	1	100	1	Different_Contig	Yes
CP045964.1	90	1	CP084593.1	1	91	99.9916	192	194	0.989690722	98.9690722	1	Different_Contig	Yes
CP045964.1	90	1	CP019224.1	1	84	99.9812	194	194	1	100	1	Different_Contig	Yes
CP045964.1	90	1	CP015280.1	1	87	99.9809	191	194	0.984536082	98.4536082	1	Different_Contig	Yes
CP045964.1	90	1	LT703507.1	1	93	99.9797	193	194	0.994845361	99.4845361	1	Different_Contig	Yes
CP045964.1	90	1	CP023153.1	1	89	99.9682	191	194	0.984536082	98.4536082	1	Different_Contig	Yes
CP045964.1	90	1	CP006836.1	1	101	99.9632	191	194	0.984536082	98.4536082	1	Different_Contig	Yes
CP045964.1	90	1	CP084588.1	1	92	99.962	191	194	0.984536082	98.4536082	1	Different_Contig	Yes
CP045964.1	90	1	CP029333.1	1	19	99.9609	190	194	0.979381443	97.9381443	1	Different_Contig	Yes
CP045964.1	90	1	AP025525.1	1	154	95.1846	167	194	0.860824742	86.0824742	1	Different_Contig	Yes
CP045964.1	90	1	JQ657805.1	1	98	95.1556	164	194	0.845360825	84.5360825	1	Different_Contig	Yes
CP045964.1	90	1	CP015279.1	27	87	82.1968	98	194	0.505154639	50.5154639	Not_Same_Cluster	Different_Contig	Yes
CP045964.1	90	1	HG917973.1	20	122	82.0389	79	194	0.407216495	40.7216495	Not_Same_Cluster	Different_Contig	Yes
CP045964.1	90	1	CP076857.1	25	18	82.0125	102	194	0.525773196	52.5773196	Not_Same_Cluster	Different_Contig	Yes
CP045964.1	90	1	CP059000.1	25	16	81.9982	106	194	0.546391753	54.6391753	Not_Same_Cluster	Different_Contig	Yes
CP045964.1	90	1	AP018497.1	20	118	81.8947	78	194	0.402061856	40.2061856	Not_Same_Cluster	Different_Contig	Yes
CP045964.1	90	1	CP076859.1	25	17	81.7772	109	194	0.56185567	56.185567	Not_Same_Cluster	Different_Contig	Yes
CP045964.1	90	1	CP092982.1	20	121	81.7519	82	194	0.422680412	42.2680412	Not_Same_Cluster	Different_Contig	Yes
CP045964.1	90	1	CP015268.1	27	85	81.697	111	194	0.572164948	57.2164948	Not_Same_Cluster	Different_Contig	Yes
CP045964.1	90	1	AP012556.1	25	25	81.3863	107	194	0.551546392	55.1546392	Not_Same_Cluster	Different_Contig	Yes
CP045964.1	90	1	CP076858.1	12	18	78.7545	7	194	0.036082474	3.6082474	Not_Same_Cluster	Different_Contig	Yes
CP045964.1	90	1	CP059002.1	12	16	78.7545	7	194	0.036082474	3.6082474	Not_Same_Cluster	Different_Contig	Yes
CP045964.1	90	1	CP025547.1	U	130	77.9661	59	194	0.304123711	30.4123711	Not_Same_Cluster	Different_Contig	Yes
CP045964.1	90	1	CP070974.1	U	52	77.0854	49	194	0.25257732	25.257732	Not_Same_Cluster	Different_Contig	Yes
CP045964.1	90	1	CP029334.1	2	19	76.9095	9	194	0.046391753	4.6391753	Not_Same_Cluster	Different_Contig	Yes
CP045964.1	90	1	CP003054.1	U	284	74.3627	49	194	0.25257732	25.257732	Not_Same_Cluster	Different_Contig	Yes
CP045964.1	90	1	AP022607.1	U	44	74.1659	66	194	0.340206186	34.0206186	Not_Same_Cluster	Different_Contig	Yes
CP045964.1	90	1	CP059001.1	18	16	73.973	10	194	0.051546392	5.1546392	Not_Same_Cluster	Different_Contig	Yes
CP045964.1	90	1	AP024252.1	18	131	73.5627	10	194	0.051546392	5.1546392	Not_Same_Cluster	Different_Contig	Yes
CP045965.1	90	4	CP015274.1	4	86	100	78	79	0.987341772	98.7341772	4	Different_Contig	Yes
CP045965.1	90	4	CP084594.1	4	91	100	78	79	0.987341772	98.7341772	4	Different_Contig	Yes
CP045965.1	90	4	CP045965.1	4	90	100	79	79	1	100	4	Same_Contig	Yes
CP045965.1	90	4	LT703509.1	4	93	99.9823	79	79	1	100	4	Different_Contig	Yes
CP045965.1	90	4	CP019223.1	4	84	99.9601	79	79	1	100	4	Different_Contig	Yes
CP045965.1	90	4	CP015270.1	7	85	90.7142	46	79	0.582278481	58.2278481	Not_Same_Cluster	Different_Contig	Yes
CP045965.1	90	4	CP022224.1	7	88	89.9539	47	79	0.594936709	59.4936709	Not_Same_Cluster	Different_Contig	Yes
CP045965.1	90	4	AP020328.1	7	24	89.9009	50	79	0.632911392	63.2911392	Not_Same_Cluster	Different_Contig	Yes
CP045965.1	90	4	CP076861.1	6	17	84.001	12	79	0.151898734	15.1898734	Not_Same_Cluster	Different_Contig	Yes
CP045965.1	90	4	AP024252.1	18	131	83.5276	11	79	0.139240506	13.9240506	Not_Same_Cluster	Different_Contig	Yes
CP045965.1	90	4	CP023150.1	18	59	83.5275	11	79	0.139240506	13.9240506	Not_Same_Cluster	Different_Contig	Yes
CP045965.1	90	4	CP059001.1	18	16	83.5275	11	79	0.139240506	13.9240506	Not_Same_Cluster	Different_Contig	Yes
CP045965.1	90	4	CP040246.1	18	22	82.9173	10	79	0.126582278	12.6582278	Not_Same_Cluster	Different_Contig	Yes
CP045965.1	90	4	CP015271.1	6	85	82.222	7	79	0.088607595	8.8607595	Not_Same_Cluster	Different_Contig	Yes
CP045965.1	90	4	CP022225.1	6	88	81.9626	8	79	0.101265823	10.1265823	Not_Same_Cluster	Different_Contig	Yes
CP045965.1	90	4	CP084597.1	6	91	81.9626	8	79	0.101265823	10.1265823	Not_Same_Cluster	Different_Contig	Yes
CP045965.1	90	4	AP022585.1	U	125	81.8989	11	79	0.139240506	13.9240506	Not_Same_Cluster	Different_Contig	Yes
CP045965.1	90	4	AP020329.1	6	24	81.7903	6	79	0.075949367	7.5949367	Not_Same_Cluster	Different_Contig	Yes
CP045965.1	90	4	CP045968.1	6	90	81.6241	8	79	0.101265823	10.1265823	Not_Same_Cluster	Different_Contig	Yes
CP045965.1	90	4	CP092425.2	23	105	81.6156	9	79	0.113924051	11.3924051	Not_Same_Cluster	Different_Contig	Yes
CP045965.1	90	4	CP015277.1	6	86	81.4686	9	79	0.113924051	11.3924051	Not_Same_Cluster	Different_Contig	Yes
CP045965.1	90	4	CP012888.2	6	83	81.4686	9	79	0.113924051	11.3924051	Not_Same_Cluster	Different_Contig	Yes
CP045965.1	90	4	CP015276.1	23	86	81.2858	10	79	0.126582278	12.6582278	Not_Same_Cluster	Different_Contig	Yes
CP045965.1	90	4	LT703508.1	23	93	81.2858	10	79	0.126582278	12.6582278	Not_Same_Cluster	Different_Contig	Yes
CP045965.1	90	4	CP045967.1	23	90	81.264	10	79	0.126582278	12.6582278	Not_Same_Cluster	Different_Contig	Yes
CP045965.1	90	4	CP084596.1	23	91	80.8731	9	79	0.113924051	11.3924051	Not_Same_Cluster	Different_Contig	Yes
CP045965.1	90	4	CP076859.1	25	17	75.9872	18	79	0.227848101	22.7848101	Not_Same_Cluster	Different_Contig	Yes
CP045965.1	90	4	AP012556.1	25	25	75.964	18	79	0.227848101	22.7848101	Not_Same_Cluster	Different_Contig	Yes
CP045965.1	90	4	CP076857.1	25	18	75.7562	20	79	0.253164557	25.3164557	Not_Same_Cluster	Different_Contig	Yes
CP045965.1	90	4	AP022607.1	U	44	74.2652	26	79	0.329113924	32.9113924	Not_Same_Cluster	Different_Contig	Yes
CP045965.1	90	4	CP003054.1	U	284	74.0786	17	79	0.215189873	21.5189873	Not_Same_Cluster	Different_Contig	Yes
CP045965.1	90	4	CP079879.1	U	166	73.6281	1	79	0.012658228	1.2658228	Not_Same_Cluster	Different_Contig	Yes
CP045966.1	90	13	CP045966.1	13	90	100	64	64	1	100	13	Same_Contig	Yes
CP045966.1	90	13	CP084595.1	13	91	99.9974	64	64	1	100	13	Different_Contig	Yes
CP045966.1	90	13	CP019222.1	13	84	99.9865	64	64	1	100	13	Different_Contig	Yes
CP045966.1	90	13	CP015275.1	13	86	99.9772	64	64	1	100	13	Different_Contig	Yes
CP045966.1	90	13	LT703510.1	13	93	99.9732	63	64	0.984375	98.4375	13	Different_Contig	Yes
CP045966.1	90	13	CP122999.1	U	274	83.2966	9	64	0.140625	14.0625	Not_Same_Cluster	Different_Contig	Yes
CP045966.1	90	13	CP016642.1	U	157	83.2009	10	64	0.15625	15.625	Not_Same_Cluster	Different_Contig	Yes
CP045966.1	90	13	CP103314.1	U	286	82.3214	11	64	0.171875	17.1875	Not_Same_Cluster	Different_Contig	Yes
CP045966.1	90	13	CP036222.2	26	20	81.9203	12	64	0.1875	18.75	Not_Same_Cluster	Different_Contig	Yes
CP045966.1	90	13	CP009406.2	26	13	81.9203	12	64	0.1875	18.75	Not_Same_Cluster	Different_Contig	Yes
CP045966.1	90	13	CP023148.1	U	124	81.0307	10	64	0.15625	15.625	Not_Same_Cluster	Different_Contig	Yes
CP045966.1	90	13	CP065270.1	5	225	79.7949	10	64	0.15625	15.625	Not_Same_Cluster	Different_Contig	Yes
CP045966.1	90	13	CP065281.1	5	231	79.1151	10	64	0.15625	15.625	Not_Same_Cluster	Different_Contig	Yes
CP045966.1	90	13	CP016643.1	8	157	79.0754	13	64	0.203125	20.3125	Not_Same_Cluster	Different_Contig	Yes
CP045966.1	90	13	CP080335.1	U	317	78.9524	15	64	0.234375	23.4375	Not_Same_Cluster	Different_Contig	Yes
CP045966.1	90	13	CP063323.1	8	216	78.3874	13	64	0.203125	20.3125	Not_Same_Cluster	Different_Contig	Yes
CP045966.1	90	13	CP063325.1	U	218	78.2904	10	64	0.15625	15.625	Not_Same_Cluster	Different_Contig	Yes
CP045966.1	90	13	CP076861.1	6	17	74.3421	5	64	0.078125	7.8125	Not_Same_Cluster	Different_Contig	Yes
CP045966.1	90	13	AP022611.1	U	307	73.8056	13	64	0.203125	20.3125	Not_Same_Cluster	Different_Contig	Yes
CP045966.1	90	13	AP022607.1	U	44	73.5427	15	64	0.234375	23.4375	Not_Same_Cluster	Different_Contig	Yes
CP045967.1	90	23	CP084596.1	23	91	100	41	42	0.976190476	97.6190476	23	Different_Contig	Yes
CP045967.1	90	23	LT703508.1	23	93	100	41	42	0.976190476	97.6190476	23	Different_Contig	Yes
CP045967.1	90	23	CP015276.1	23	86	100	41	42	0.976190476	97.6190476	23	Different_Contig	Yes
CP045967.1	90	23	CP045967.1	23	90	100	42	42	1	100	23	Same_Contig	Yes
CP045967.1	90	23	CP084590.1	23	92	99.9911	42	42	1	100	23	Different_Contig	Yes
CP045967.1	90	23	CP092425.2	23	105	99.7042	41	42	0.976190476	97.6190476	23	Different_Contig	Yes
CP045967.1	90	23	AP020329.1	6	24	85.8966	11	42	0.261904762	26.1904762	Not_Same_Cluster	Different_Contig	Yes
CP045967.1	90	23	CP084589.1	6	92	85.8966	11	42	0.261904762	26.1904762	Not_Same_Cluster	Different_Contig	Yes
CP045967.1	90	23	CP015271.1	6	85	85.8669	9	42	0.214285714	21.4285714	Not_Same_Cluster	Different_Contig	Yes
CP045967.1	90	23	CP045968.1	6	90	85.8248	10	42	0.238095238	23.8095238	Not_Same_Cluster	Different_Contig	Yes
CP045967.1	90	23	CP022225.1	6	88	85.686	11	42	0.261904762	26.1904762	Not_Same_Cluster	Different_Contig	Yes
CP045967.1	90	23	CP015277.1	6	86	85.2999	11	42	0.261904762	26.1904762	Not_Same_Cluster	Different_Contig	Yes
CP045967.1	90	23	CP084597.1	6	91	85.2312	11	42	0.261904762	26.1904762	Not_Same_Cluster	Different_Contig	Yes
CP045967.1	90	23	CP012888.2	6	83	85.0109	10	42	0.238095238	23.8095238	Not_Same_Cluster	Different_Contig	Yes
CP045967.1	90	23	CP076861.1	6	17	84.6644	12	42	0.285714286	28.5714286	Not_Same_Cluster	Different_Contig	Yes
CP045967.1	90	23	LT703509.1	4	93	82.5969	9	42	0.214285714	21.4285714	Not_Same_Cluster	Different_Contig	Yes
CP045967.1	90	23	CP084594.1	4	91	82.0889	10	42	0.238095238	23.8095238	Not_Same_Cluster	Different_Contig	Yes
CP045967.1	90	23	CP040246.1	18	22	79.5234	14	42	0.333333333	33.3333333	Not_Same_Cluster	Different_Contig	Yes
CP045967.1	90	23	CP076859.1	25	17	79.5051	10	42	0.238095238	23.8095238	Not_Same_Cluster	Different_Contig	Yes
CP045967.1	90	23	AP012556.1	25	25	79.5051	10	42	0.238095238	23.8095238	Not_Same_Cluster	Different_Contig	Yes
CP045967.1	90	23	CP040254.1	18	23	79.4874	14	42	0.333333333	33.3333333	Not_Same_Cluster	Different_Contig	Yes
CP045967.1	90	23	AP022585.1	U	125	79.2243	13	42	0.30952381	30.952381	Not_Same_Cluster	Different_Contig	Yes
CP045967.1	90	23	CP065049.1	U	103	78.8861	11	42	0.261904762	26.1904762	Not_Same_Cluster	Different_Contig	Yes
CP045967.1	90	23	CP023152.1	25	89	78.7185	9	42	0.214285714	21.4285714	Not_Same_Cluster	Different_Contig	Yes
CP045967.1	90	23	CP059001.1	18	16	78.5635	13	42	0.30952381	30.952381	Not_Same_Cluster	Different_Contig	Yes
CP045967.1	90	23	AP024252.1	18	131	78.3758	14	42	0.333333333	33.3333333	Not_Same_Cluster	Different_Contig	Yes
CP045967.1	90	23	CP023150.1	18	59	78.3758	14	42	0.333333333	33.3333333	Not_Same_Cluster	Different_Contig	Yes
CP045967.1	90	23	CP076857.1	25	18	78.1563	13	42	0.30952381	30.952381	Not_Same_Cluster	Different_Contig	Yes
CP045967.1	90	23	CP040248.1	18	21	78.1542	14	42	0.333333333	33.3333333	Not_Same_Cluster	Different_Contig	Yes
CP045967.1	90	23	CP003054.1	U	284	75.1344	14	42	0.333333333	33.3333333	Not_Same_Cluster	Different_Contig	Yes
CP045967.1	90	23	AP025525.1	1	154	74.5909	9	42	0.214285714	21.4285714	Not_Same_Cluster	Different_Contig	Yes
CP045967.1	90	23	CP092363.2	U	286	74.2659	10	42	0.238095238	23.8095238	Not_Same_Cluster	Different_Contig	Yes
CP045967.1	90	23	AP022607.1	U	44	74.2432	16	42	0.380952381	38.0952381	Not_Same_Cluster	Different_Contig	Yes
CP045967.1	90	23	AP022571.1	U	322	74.0435	9	42	0.214285714	21.4285714	Not_Same_Cluster	Different_Contig	Yes
CP045967.1	90	23	CP015597.1	U	171	73.5142	9	42	0.214285714	21.4285714	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	CP045968.1	6	90	100	26	26	1	100	6	Same_Contig	Yes
CP045968.1	90	6	CP015277.1	6	86	100	25	26	0.961538462	96.1538462	6	Different_Contig	Yes
CP045968.1	90	6	CP022225.1	6	88	100	25	26	0.961538462	96.1538462	6	Different_Contig	Yes
CP045968.1	90	6	CP015271.1	6	85	100	24	26	0.923076923	92.3076923	6	Different_Contig	Yes
CP045968.1	90	6	CP084589.1	6	92	99.9983	26	26	1	100	6	Different_Contig	Yes
CP045968.1	90	6	CP084597.1	6	91	99.9955	25	26	0.961538462	96.1538462	6	Different_Contig	Yes
CP045968.1	90	6	AP020329.1	6	24	99.9936	25	26	0.961538462	96.1538462	6	Different_Contig	Yes
CP045968.1	90	6	CP012888.2	6	83	99.7555	26	26	1	100	6	Different_Contig	Yes
CP045968.1	90	6	CP076861.1	6	17	96.2604	22	26	0.846153846	84.6153846	6	Different_Contig	Yes
CP045968.1	90	6	CP092425.2	23	105	87.1989	9	26	0.346153846	34.6153846	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	CP084596.1	23	91	86.6132	9	26	0.346153846	34.6153846	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	CP015276.1	23	86	86.4473	9	26	0.346153846	34.6153846	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	CP084590.1	23	92	86.2597	10	26	0.384615385	38.4615385	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	LT703508.1	23	93	86.0227	10	26	0.384615385	38.4615385	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	CP045967.1	23	90	85.4616	12	26	0.461538462	46.1538462	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	CP023150.1	18	59	84.6301	10	26	0.384615385	38.4615385	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	CP059001.1	18	16	84.6038	11	26	0.423076923	42.3076923	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	CP040254.1	18	23	83.7007	12	26	0.461538462	46.1538462	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	CP040246.1	18	22	83.7007	12	26	0.461538462	46.1538462	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	AP020328.1	7	24	83.6636	8	26	0.307692308	30.7692308	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	AP024252.1	18	131	83.6426	11	26	0.423076923	42.3076923	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	CP015270.1	7	85	83.1667	7	26	0.269230769	26.9230769	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	CP065049.1	U	103	82.8162	9	26	0.346153846	34.6153846	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	CP040248.1	18	21	82.3182	9	26	0.346153846	34.6153846	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	CP045965.1	4	90	81.7753	8	26	0.307692308	30.7692308	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	CP022224.1	7	88	81.7652	9	26	0.346153846	34.6153846	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	LT703509.1	4	93	81.2283	8	26	0.307692308	30.7692308	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	CP084594.1	4	91	81.2283	8	26	0.307692308	30.7692308	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	CP023152.1	25	89	81.0649	6	26	0.230769231	23.0769231	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	CP019223.1	4	84	80.8303	9	26	0.346153846	34.6153846	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	CP015274.1	4	86	80.8303	9	26	0.346153846	34.6153846	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	CP012887.2	U	83	80.7704	7	26	0.269230769	26.9230769	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	CP076857.1	25	18	79.348	6	26	0.230769231	23.0769231	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	CP040249.1	17	21	78.3904	6	26	0.230769231	23.0769231	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	CP040253.1	17	23	78.3904	6	26	0.230769231	23.0769231	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	CP025549.1	U	130	78.2784	7	26	0.269230769	26.9230769	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	AP022585.1	U	125	78.2358	9	26	0.346153846	34.6153846	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	AP025526.1	U	154	77.5275	7	26	0.269230769	26.9230769	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	CP025547.1	U	130	76.3372	6	26	0.230769231	23.0769231	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	CP065281.1	5	231	75.667	6	26	0.230769231	23.0769231	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	CP065270.1	5	225	75.6227	6	26	0.230769231	23.0769231	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	AP025525.1	1	154	74.4123	9	26	0.346153846	34.6153846	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	CP080335.1	U	317	74.1494	6	26	0.230769231	23.0769231	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	CP003079.1	U	161	73.5577	6	26	0.230769231	23.0769231	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	AP022607.1	U	44	73.5351	12	26	0.461538462	46.1538462	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	CP003054.1	U	284	73.5084	10	26	0.384615385	38.4615385	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	AP022592.1	U	273	73.4481	6	26	0.230769231	23.0769231	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	AP022602.1	U	51	73.4199	6	26	0.230769231	23.0769231	Not_Same_Cluster	Different_Contig	Yes
CP045968.1	90	6	CP012886.2	U	83	73.3336	7	26	0.269230769	26.9230769	Not_Same_Cluster	Different_Contig	Yes
CP059000.1	16	25	CP059000.1	25	16	100	298	300	0.993333333	99.3333333	25	Same_Contig	Yes
CP059000.1	16	25	AP012556.1	25	25	99.8078	291	300	0.97	97	25	Different_Contig	Yes
CP059000.1	16	25	CP076857.1	25	18	99.7999	296	300	0.986666667	98.6666667	25	Different_Contig	Yes
CP059000.1	16	25	CP076859.1	25	17	99.7997	296	300	0.986666667	98.6666667	25	Different_Contig	Yes
CP059000.1	16	25	CP023152.1	25	89	95.1446	128	300	0.426666667	42.6666667	25	Different_Contig	Yes
CP059000.1	16	25	CP036221.2	2	20	85.3803	9	300	0.03	3	Not_Same_Cluster	Different_Contig	Yes
CP059000.1	16	25	CP015279.1	27	87	84.3023	125	300	0.416666667	41.6666667	Not_Same_Cluster	Different_Contig	Yes
CP059000.1	16	25	CP015268.1	27	85	84.1012	129	300	0.43	43	Not_Same_Cluster	Different_Contig	Yes
CP059000.1	16	25	CP092982.1	20	121	83.3668	100	300	0.333333333	33.3333333	Not_Same_Cluster	Different_Contig	Yes
CP059000.1	16	25	HG917973.1	20	122	82.8499	110	300	0.366666667	36.6666667	Not_Same_Cluster	Different_Contig	Yes
CP059000.1	16	25	AP018497.1	20	118	82.3505	112	300	0.373333333	37.3333333	Not_Same_Cluster	Different_Contig	Yes
CP059000.1	16	25	LT703507.1	1	93	81.9623	104	300	0.346666667	34.6666667	Not_Same_Cluster	Different_Contig	Yes
CP059000.1	16	25	CP015273.1	1	86	81.9185	103	300	0.343333333	34.3333333	Not_Same_Cluster	Different_Contig	Yes
CP059000.1	16	25	JQ657805.1	1	98	81.8681	98	300	0.326666667	32.6666667	Not_Same_Cluster	Different_Contig	Yes
CP059000.1	16	25	CP084588.1	1	92	81.8426	108	300	0.36	36	Not_Same_Cluster	Different_Contig	Yes
CP059000.1	16	25	CP015280.1	1	87	81.841	106	300	0.353333333	35.3333333	Not_Same_Cluster	Different_Contig	Yes
CP059000.1	16	25	CP045964.1	1	90	81.8315	107	300	0.356666667	35.6666667	Not_Same_Cluster	Different_Contig	Yes
CP059000.1	16	25	CP084593.1	1	91	81.7716	109	300	0.363333333	36.3333333	Not_Same_Cluster	Different_Contig	Yes
CP059000.1	16	25	CP019224.1	1	84	81.7458	108	300	0.36	36	Not_Same_Cluster	Different_Contig	Yes
CP059000.1	16	25	CP023153.1	1	89	81.668	109	300	0.363333333	36.3333333	Not_Same_Cluster	Different_Contig	Yes
CP059000.1	16	25	CP029333.1	1	19	81.5935	111	300	0.37	37	Not_Same_Cluster	Different_Contig	Yes
CP059000.1	16	25	CP006836.1	1	101	81.4928	112	300	0.373333333	37.3333333	Not_Same_Cluster	Different_Contig	Yes
CP059000.1	16	25	AP025525.1	1	154	80.5893	150	300	0.5	50	Not_Same_Cluster	Different_Contig	Yes
CP059000.1	16	25	CP025547.1	U	130	77.3601	108	300	0.36	36	Not_Same_Cluster	Different_Contig	Yes
CP059000.1	16	25	CP070974.1	U	52	75.7855	71	300	0.236666667	23.6666667	Not_Same_Cluster	Different_Contig	Yes
CP059000.1	16	25	AP022580.1	U	277	75.4308	10	300	0.033333333	3.3333333	Not_Same_Cluster	Different_Contig	Yes
CP059000.1	16	25	CP003054.1	U	284	75.3814	81	300	0.27	27	Not_Same_Cluster	Different_Contig	Yes
CP059000.1	16	25	AP022607.1	U	44	74.2066	93	300	0.31	31	Not_Same_Cluster	Different_Contig	Yes
CP059000.1	16	25	CP092366.2	U	262	74.19	7	300	0.023333333	2.3333333	Not_Same_Cluster	Different_Contig	Yes
CP059000.1	16	25	CP079879.1	U	166	73.4024	1	300	0.003333333	0.3333333	Not_Same_Cluster	Different_Contig	Yes
CP059001.1	16	18	CP059001.1	18	16	100	49	49	1	100	18	Same_Contig	Yes
CP059001.1	16	18	CP023150.1	18	59	100	48	49	0.979591837	97.9591837	18	Different_Contig	Yes
CP059001.1	16	18	CP040246.1	18	22	99.994	48	49	0.979591837	97.9591837	18	Different_Contig	Yes
CP059001.1	16	18	CP040254.1	18	23	99.9936	49	49	1	100	18	Different_Contig	Yes
CP059001.1	16	18	AP024252.1	18	131	99.8896	48	49	0.979591837	97.9591837	18	Different_Contig	Yes
CP059001.1	16	18	CP040248.1	18	21	98.5152	48	49	0.979591837	97.9591837	18	Different_Contig	Yes
CP059001.1	16	18	CP065049.1	U	103	93.4532	29	49	0.591836735	59.1836735	Not_Same_Cluster	Different_Contig	Yes
